#,original_cpv,Original_cpv_text,title,short_desc_eng,long_desc_eng
824,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
825,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
826,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
827,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
828,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
829,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
830,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
831,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
832,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
833,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
834,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
835,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
836,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
837,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
838,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
839,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
840,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
841,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
842,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
843,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
844,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
845,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
846,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
847,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
848,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
849,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
850,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
851,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
852,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
853,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
854,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
855,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
856,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
857,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
858,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
859,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
860,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
861,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
862,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
863,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
864,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
865,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
866,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
867,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
868,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
869,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
870,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
871,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
872,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
873,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
874,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
875,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
876,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
877,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
878,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
879,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
880,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
881,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
882,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
883,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
884,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
885,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
886,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
887,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
888,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
889,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
890,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
891,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
892,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
893,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
894,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
895,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
896,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
897,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
898,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
899,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
900,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
901,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
902,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
903,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
904,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
905,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
906,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
907,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
908,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
909,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
910,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
911,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
912,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
913,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
914,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
915,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
916,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
917,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
918,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
919,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
920,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
921,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
922,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
923,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
924,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
925,33140000,Medical consumables,Materiale sanitare diverse ?i neurochirurgie,"",""
926,9123000,Natural gas,Vergabeverfahren „Rahmenvereinbarung betreffend die Lieferung von Erdgas für das „Haus Graz“ 2020/21“,"",""
927,33111730,Angioplasty supplies,"Aquisição de cateteres balão, para o ano de 2019","",""
928,33111730,Angioplasty supplies,"Aquisição de cateteres balão, para o ano de 2019","",""
929,33111730,Angioplasty supplies,"Aquisição de cateteres balão, para o ano de 2019","",""
930,33111730,Angioplasty supplies,"Aquisição de cateteres balão, para o ano de 2019","",""
931,33111730,Angioplasty supplies,"Aquisição de cateteres balão, para o ano de 2019","",""
932,33111730,Angioplasty supplies,"Aquisição de cateteres balão, para o ano de 2019","",""
